-0.023829,0.99834,-0.0525,0.016546
-0.20962,-0.056337,-0.97616,1.4619
-0.97749,-0.012256,0.21061,0.24107
0,0,0,1
-0.023833,0.99834,-0.052505,0.016547
-0.669,-0.054954,-0.74123,0.97382
-0.74288,0.01746,0.6692,-0.40932
0,0,0,1
-0.023851,0.99834,-0.052512,0.016544
-0.95028,-0.038954,-0.30896,0.22656
-0.3105,0.042531,0.94962,-0.72983
0,0,0,1
-0.023907,0.99833,-0.0525,0.016506
-0.97856,-0.012624,0.20556,-0.58105
0.20456,0.056289,0.97724,-0.63516
0,0,0,1
-0.023979,0.99834,-0.052435,0.016385
-0.74633,0.01702,0.66536,-1.234
0.66514,0.055088,0.74468,-0.1505
0,0,0,1
-0.023979,0.99834,-0.052429,0.016379
-0.31542,0.04221,0.94801,-1.5584
0.94865,0.03927,0.31388,0.59511
0,0,0,1
